"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCC31","OUT027",3766.2733338174
"FDQ07","OUT019",1020.13521923928
"FDC22","OUT017",3153.12179703901
"FDZ56","OUT046",2318.99724904807
"FDZ40","OUT019",-142.518412126022
"FDS46","OUT027",3032.75676140328
"DRD24","OUT045",2072.24709983362
"FDV45","OUT017",3153.12179703901
"FDL26","OUT045",2330.94248601442
"FDA56","OUT018",1805.61435133554
"FDN27","OUT046",1840.13734425785
"FDM20","OUT049",4193.59782733407
"FDO16","OUT017",1442.66999340901
"FDL03","OUT035",3156.11144119755
"FDE58","OUT046",1840.13734425785
"FDI02","OUT027",2916.85295580041
"NCC55","OUT019",-274.668969106667
"FDR03","OUT018",3175.32833872158
"FDB14","OUT017",1575.79033911736
"FDR45","OUT013",3989.16715316082
"NCN07","OUT017",2041.52156745331
"FDM51","OUT019",356.519156724265
"FDT52","OUT027",5784.74974329931
"FDL26","OUT046",2138.97006883449
"NCZ42","OUT046",3532.58463264558
"DRI47","OUT019",568.570938165753
"FDW40","OUT013",2211.00396970072
"FDN34","OUT046",2318.99724904807
"FDS01","OUT035",2875.16263831336
"NCG55","OUT045",1779.53466291429
"FDC11","OUT035",1458.31465629282
"FDX35","OUT018",3281.5472002171
"NCB06","OUT046",2295.6198721175
"FDR09","OUT019",1815.93152701061
"FDC53","OUT017",1629.90197138833
"FDY45","OUT013",4409.3126292287
"FDA22","OUT010",729.896944361839
"FDE02","OUT035",1645.54663427214
"FDW21","OUT045",1620.48288329139
"FDV34","OUT046",1201.85434786188
"FDS59","OUT049",1713.22304655319
"NCW17","OUT017",2041.52156745331
"NCK54","OUT046",1840.13734425785
"FDG17","OUT019",1668.22293985332
"FDG35","OUT017",2877.8563436925
"FDD08","OUT010",-363.230498917363
"NCO07","OUT017",3749.26452907348
"FDJ10","OUT010",462.125977261077
"FDW36","OUT017",1733.68315426532
"FDW21","OUT010",230.59825185799
"FDY19","OUT017",1946.4653801614
"DRE03","OUT013",805.863330430421
"NCC55","OUT049",633.523117239737
"FDH52","OUT010",-156.351582204323
"FDO09","OUT017",4684.88654109477
"FDU43","OUT045",3752.29852733168
"FDX09","OUT010",826.617838340592
"FDH40","OUT019",177.680109891134
"FDW58","OUT017",1733.68315426532
"FDC47","OUT017",3817.7637474482
"NCR41","OUT035",1645.54663427214
"DRG49","OUT035",4044.69625728207
"FDC52","OUT027",3766.2733338174
"FDY13","OUT046",1201.85434786188
"FDY35","OUT013",690.313134576275
"FDI35","OUT017",3145.23551075692
"NCU18","OUT049",2335.64056374011
"FDY33","OUT018",2467.0131819834
"FDC15","OUT027",4107.4857625341
"FDU01","OUT049",3469.4173534976
"NCU42","OUT046",2318.99724904807
"NCV29","OUT018",2713.4882420766
"NCY30","OUT017",3153.12179703901
"FDQ46","OUT049",1887.98982015613
"FDG58","OUT027",3766.2733338174
"FDK33","OUT017",3625.28789371235
"NCD07","OUT045",1779.53466291429
"NCX29","OUT027",3766.2733338174
"NCT42","OUT013",2425.50793871032
"DRN59","OUT035",830.511358585473
"FDI44","OUT035",1387.45085577496
"FDA45","OUT049",3232.85356608188
"FDP31","OUT045",1094.36204964925
"FDY01","OUT046",1795.60303933965
"FDT09","OUT018",1953.25467441929
"DRH03","OUT027",2487.89582287232
"FDA36","OUT018",2816.47104571649
"NCF31","OUT017",2510.93345632422
"FDG14","OUT049",2535.87224892793
"FDG28","OUT027",5583.28965770265
"FDU14","OUT049",4299.76063587453
"FDY47","OUT019",415.408684257465
"FDI56","OUT049",1373.71917052426
"DRD01","OUT013",915.17643176374
"FDM22","OUT046",1024.33272007494
"FDH33","OUT013",690.313134576275
"DRZ24","OUT013",1914.56898418318
"NCQ38","OUT046",1646.17829468177
"FDO16","OUT027",2292.90982183195
"FDU07","OUT027",3766.2733338174
"NCB07","OUT013",3145.93046268568
"FDU48","OUT045",2072.24709983362
"NCM43","OUT045",2487.59228929744
"FDR31","OUT010",658.221016722731
"DRK49","OUT018",527.539119808381
"NCI30","OUT010",1202.96756487284
"DRD60","OUT017",2927.33154284275
"NCG19","OUT046",3564.15193919945
"FDH12","OUT035",1749.32781714912
"FDM32","OUT035",1591.43500200116
"FDM27","OUT035",2526.57811920802
"NCU53","OUT027",4107.4857625341
"NCQ18","OUT046",1604.46370174616
"FDS10","OUT013",2925.17171629877
"FDB33","OUT027",4107.4857625341
"FDI12","OUT013",1370.39456833634
"NCW42","OUT013",3768.17597088817
"NCC06","OUT018",1805.61435133554
"FDW02","OUT017",2041.52156745331
"NCD43","OUT017",1733.68315426532
"FDM57","OUT018",1084.51598478136
"FDA58","OUT017",3989.5280893349
"FDK56","OUT046",2770.63826823252
"FDP52","OUT045",3733.81438869239
"FDW20","OUT018",1805.61435133554
"FDS52","OUT049",1514.15243415303
"NCT29","OUT018",1781.67038774554
"NCL54","OUT013",2925.17171629877
"FDC05","OUT045",2915.4209762057
"FDF34","OUT035",3216.83849270013
"FDP03","OUT027",3180.99609847699
"FDD32","OUT010",129.931241840534
"FDZ10","OUT045",1919.1251551244
"FDZ40","OUT035",998.94774521505
"FDD51","OUT018",527.539119808381
"NCY30","OUT019",822.912113964194
"FDP58","OUT017",3518.19215783458
"FDV49","OUT017",4530.44088126172
"FDY24","OUT019",-192.804319165328
"NCO55","OUT017",1733.68315426532
"FDR13","OUT017",1901.9310752432
"FDS51","OUT017",1018.21078817871
"FDP26","OUT045",1630.10991825641
"NCB54","OUT027",3180.99609847699
"FDF32","OUT017",3201.19382981633
"FDN31","OUT018",2816.47104571649
"DRM48","OUT017",695.19220448307
"FDN20","OUT049",2890.6500273813
"DRL01","OUT046",3435.71188144062
"FDV56","OUT049",1626.7773577627
"DRH13","OUT027",2655.64049340699
"FDA03","OUT017",2485.66361414431
"FDF47","OUT027",5231.32842746842
"FDX32","OUT046",2138.97006883449
"FDX57","OUT049",1459.03268722803
"NCA30","OUT045",2928.63636526965
"FDO49","OUT013",805.863330430421
"FDL04","OUT019",356.519156724265
"DRM48","OUT035",710.836867366873
"FDR16","OUT013",3603.03904519169
"NCC19","OUT018",2816.47104571649
"NCE42","OUT045",3783.86583388555
"FDY24","OUT017",983.303082331247
"FDH19","OUT049",3243.0724386522
"FDJ46","OUT013",2925.17171629877
"FDN45","OUT010",1215.20631718871
"FDY08","OUT035",2210.28817504634
"FDZ37","OUT035",1458.31465629282
"NCT30","OUT045",779.081368624252
"DRY23","OUT018",527.539119808381
"NCZ30","OUT018",1805.61435133554
"FDC44","OUT018",1605.46248409613
"FDB45","OUT035",1749.32781714912
"FDY04","OUT013",2660.18711239937
"FDM27","OUT046",2295.6198721175
"FDZ43","OUT017",3978.54465415728
"FDT39","OUT019",568.570938165753
"NCC06","OUT019",415.408684257465
"FDL15","OUT027",3766.2733338174
"FDL57","OUT017",4125.06380087522
"FDU08","OUT046",1642.40877763119
"FDK40","OUT017",4429.30811198491
"FDQ12","OUT010",1297.78829358276
"FDS48","OUT017",2510.93345632422
"FDP09","OUT045",3400.80246194299
"FDW21","OUT049",1514.15243415303
"FDY25","OUT035",2942.97620572655
"DRE13","OUT017",1442.66999340901
"FDV43","OUT019",-274.668969106667
"FDD22","OUT045",1769.53104528063
"FDM46","OUT019",298.638007402714
"NCO30","OUT010",830.722054129509
"FDM25","OUT046",2461.3984947432
"NCN41","OUT049",2100.30660327824
"FDU24","OUT045",1472.21710310846
"FDZ50","OUT046",2770.63826823252
"FDP45","OUT013",4278.27347418986
"NCM54","OUT045",1919.1251551244
"FDW10","OUT019",822.912113964194
"FDP20","OUT017",2041.52156745331
"FDK32","OUT046",2138.97006883449
"FDN52","OUT049",1272.63443022679
"FDM58","OUT045",1738.26513892919
"FDZ46","OUT027",2822.19073944956
"NCA18","OUT018",1711.36267206533
"FDD35","OUT046",1908.69457822093
"NCK31","OUT035",877.549075281067
"FDI40","OUT027",2646.01345844196
"FDT50","OUT019",352.749639673689
"NCT06","OUT046",2295.6198721175
"FDT31","OUT035",3168.76645992281
"FDT45","OUT049",830.201003412337
"FDT13","OUT045",2928.63636526965
"FDO50","OUT045",1460.93168993347
"NCU18","OUT010",443.717047713127
"NCR54","OUT049",3439.33135176499
"NCO18","OUT018",2713.4882420766
"FDU09","OUT045",900.480038558235
"FDT13","OUT018",2816.47104571649
"FDE09","OUT046",1785.59942170598
"NCK53","OUT019",346.892121759243
"FDG45","OUT049",3724.07596382646
"DRH15","OUT035",790.98973015707
"FDO21","OUT019",1427.80622878625
"FDD14","OUT027",4878.36142460101
"FDC09","OUT046",1646.17829468177
"FDH45","OUT027",1555.55118775961
"FDV32","OUT046",1151.71789851004
"FDG12","OUT035",1962.1100430452
"FDS32","OUT013",2211.00396970072
"NCL55","OUT018",3554.56903622315
"DRE01","OUT035",3920.92515861401
"DRE15","OUT049",1201.77062970894
"NCL42","OUT045",3651.81689573489
"FDP31","OUT013",1042.56161019884
"FDN33","OUT018",1217.6363304897
"FDZ59","OUT046",2295.6198721175
"FDE45","OUT010",774.476878970382
"FDJ07","OUT013",1914.56898418318
"FDQ45","OUT018",2816.47104571649
"FDM33","OUT027",5179.63633779017
"FDO15","OUT010",-61.9002288414895
"FDM46","OUT013",1511.26893710573
"FDR03","OUT045",3412.25585132515
"FDY49","OUT018",2387.6601011212
"FDQ60","OUT045",1824.06896783249
"FDW10","OUT049",3232.85356608188
"FDO51","OUT049",633.523117239737
"FDJ40","OUT018",1401.86891653952
"FDS20","OUT018",2866.97978480419
"FDU45","OUT013",1860.03106163132
"FDV02","OUT035",2751.09976088117
"FDN09","OUT046",3553.16850402183
"NCM55","OUT027",4878.36142460101
"FDN23","OUT018",2125.8007532667
"FDY31","OUT010",658.221016722731
"FDW03","OUT010",240.225286823012
"FDD14","OUT046",2770.63826823252
"FDV23","OUT017",2041.52156745331
"DRI03","OUT045",2635.0325436602
"FDN13","OUT035",1707.61322421351
"FDF45","OUT027",1853.91674177046
"FDU46","OUT035",1458.31465629282
"FDB57","OUT049",3815.67325949415
"FDV12","OUT049",1514.15243415303
"FDQ58","OUT013",2425.50793871032
"NCA18","OUT017",1901.9310752432
"FDH52","OUT049",862.979875459043
"FDM24","OUT018",2125.8007532667
"NCP43","OUT027",4747.40126119727
"NCO18","OUT019",822.912113964194
"FDM32","OUT017",1563.03868737973
"NCL07","OUT017",719.290128060757
"FDK03","OUT013",4105.16818449619
"FDP59","OUT017",1733.68315426532
"FDQ24","OUT049",4299.76063587453
"FDQ16","OUT018",1401.86891653952
"FDU44","OUT013",2660.18711239937
"FDH28","OUT010",-357.688847853897
"FDV28","OUT019",-300.302463136231
"FDM22","OUT045",861.28610029922
"FDR56","OUT046",2740.55226649991
"FDV39","OUT049",3500.05840326757
"FDU37","OUT019",106.816309373278
"FDQ11","OUT010",1224.1117202758
"FDX02","OUT045",3456.88823133031
"NCS42","OUT018",1217.6363304897
"FDY57","OUT027",2487.89582287232
"FDB21","OUT049",4062.98043284929
"FDE28","OUT017",3939.47664414175
"FDQ55","OUT017",1901.9310752432
"FDA48","OUT049",3815.67325949415
"FDZ19","OUT045",2645.25141623052
"NCC43","OUT045",3738.32551944817
"NCV18","OUT046",1467.33924784864
"NCA42","OUT018",2437.14631513811
"FDY45","OUT046",3554.07906483311
"NCC30","OUT045",2635.0325436602
"FDM57","OUT013",1370.39456833634
"FDL09","OUT010",729.896944361839
"FDB09","OUT027",3180.99609847699
"FDT44","OUT035",1962.1100430452
"NCT06","OUT027",4107.4857625341
"FDX26","OUT049",3528.22059569807
"FDK32","OUT013",2425.50793871032
"DRA12","OUT046",1942.87502937283
"FDO46","OUT010",830.722054129509
"FDE52","OUT013",1370.39456833634
"NCH42","OUT045",3733.81438869239
"FDV08","OUT035",734.93479094456
"FDB47","OUT018",3400.3927769045
"FDC28","OUT010",348.380507495794
"FDD22","OUT046",1795.60303933965
"FDS07","OUT027",2926.85657343408
"DRI13","OUT045",3293.70672606522
"FDG32","OUT018",3169.98782806585
"FDU14","OUT017",4094.24946503726
"FDD28","OUT019",-109.739540079316
"NCP41","OUT017",1761.73381768601
"FDS08","OUT049",3243.0724386522
"FDX47","OUT045",2487.59228929744
"FDC53","OUT019",346.892121759243
"FDQ19","OUT035",3994.18931704108
"FDL14","OUT045",2330.94248601442
"FDM33","OUT019",1316.70916798213
"FDA51","OUT045",1779.53466291429
"FDZ27","OUT018",613.101162546407
"FDT04","OUT046",812.606444251025
"DRC13","OUT049",2152.1329628327
"FDR16","OUT027",5090.84020657509
"FDQ03","OUT027",5713.5100650893
"FDE38","OUT035",2751.09976088117
"DRH23","OUT027",1837.69168525935
"FDT11","OUT019",950.479193607255
"FDD09","OUT035",2875.16263831336
"FDR40","OUT045",1359.846949636
"FDX07","OUT017",3153.12179703901
"FDR07","OUT035",1645.54663427214
"FDA51","OUT017",1901.9310752432
"FDT59","OUT019",1569.08291354335
"FDF20","OUT017",3140.46677831374
"FDR13","OUT045",1779.53466291429
"FDY26","OUT049",4009.82083178268
"FDW04","OUT017",2041.52156745331
"FDK52","OUT017",3817.7637474482
"FDN60","OUT049",2877.08467764464
"FDM09","OUT019",837.965280120828
"FDP46","OUT049",1272.63443022679
"FDB50","OUT019",106.816309373278
"NCQ29","OUT049",4510.07776143191
"FDP16","OUT027",5784.74974329931
"FDX33","OUT018",2400.76217398234
"FDP07","OUT010",800.636052396893
"FDN22","OUT046",3674.22001625888
"FDF39","OUT049",4379.43576774172
"FDS21","OUT017",1018.21078817871
"NCM42","OUT013",1662.21490923731
"FDK50","OUT019",657.133491338495
"DRF13","OUT027",3766.2733338174
"FDH35","OUT018",2400.76217398234
"FDP60","OUT018",1326.86770968567
"DRJ49","OUT027",3180.99609847699
"NCT42","OUT019",568.570938165753
"FDE38","OUT049",2890.6500273813
"FDI04","OUT049",3438.7709814263
"NCH54","OUT045",2487.59228929744
"FDT56","OUT049",862.979875459043
"DRD15","OUT018",3341.5233045937
"FDV58","OUT013",3145.93046268568
"FDP21","OUT049",3469.4173534976
"FDH05","OUT013",3871.71053057961
"FDR10","OUT027",4107.4857625341
"NCP06","OUT045",2305.67264383451
"FDF33","OUT049",1626.7773577627
"DRK37","OUT013",3176.0164644183
"DRH49","OUT045",1359.846949636
"FDT58","OUT013",2683.56448932994
"FDD41","OUT018",1315.42322774903
"FDP40","OUT018",1481.9734737916
"FDM51","OUT027",2646.01345844196
"FDO45","OUT010",129.931241840534
"FDW33","OUT010",240.225286823012
"FDY24","OUT045",900.480038558235
"FDB10","OUT010",1090.47807953755
"FDM40","OUT035",2210.28817504634
"NCI06","OUT017",2927.33154284275
"FDW12","OUT019",568.570938165753
"FDX48","OUT027",3766.2733338174
"NCW05","OUT027",2655.64049340699
"FDX27","OUT017",1629.90197138833
"DRM37","OUT045",2915.4209762057
"FDA38","OUT045",3772.88239870792
"FDR36","OUT046",812.606444251025
"FDZ45","OUT046",2943.34539101803
"FDG05","OUT017",2667.58325960724
"FDK28","OUT013",4339.94889147039
"FDV47","OUT045",1359.846949636
"FDN21","OUT045",2487.59228929744
"FDP20","OUT027",3180.99609847699
"FDI35","OUT045",2920.75007898755
"DRY23","OUT013",690.313134576275
"FDA56","OUT017",2025.00716036242
"FDB09","OUT013",2010.98196170243
"NCO26","OUT027",3032.75676140328
"FDQ49","OUT018",2328.52357662283
"FDI52","OUT027",3129.16973892253
"FDZ44","OUT027",3032.75676140328
"FDZ09","OUT018",2400.76217398234
"FDY03","OUT049",1897.99343778979
"NCG42","OUT017",2041.52156745331
"DRI13","OUT027",5090.84020657509
"FDQ32","OUT013",2027.49636879331
"FDW16","OUT035",1559.39939659029
"FDU27","OUT046",915.01961874162
"FDR28","OUT010",706.519567431272
"FDQ49","OUT010",750.921980371224
"FDS37","OUT046",1795.60303933965
"FDW26","OUT018",3195.42245700613
"FDX12","OUT018",3438.86422534318
"NCP06","OUT013",2425.50793871032
"FDW45","OUT010",658.221016722731
"NCN30","OUT049",1459.03268722803
"FDN24","OUT049",830.201003412337
"NCL41","OUT027",1529.91769373005
"FDR02","OUT019",384.569820144964
"FDD09","OUT010",842.29044638357
"FDS33","OUT010",129.931241840534
"FDU22","OUT045",1906.52252799968
"FDI53","OUT013",2660.18711239937
"DRH01","OUT049",3232.85356608188
"FDX32","OUT013",2229.41289924867
"NCP30","OUT018",527.539119808381
"FDB60","OUT045",2915.98134654438
"FDB14","OUT049",1404.92105495706
"NCP02","OUT035",998.94774521505
"FDJ10","OUT017",2194.64351216253
"FDG34","OUT046",1754.33351535455
"NCB18","OUT017",1442.66999340901
"FDM16","OUT049",994.937921441131
"FDW25","OUT018",1084.51598478136
"FDB35","OUT010",229.54974357536
"DRN11","OUT013",2261.44852711082
"FDF41","OUT019",1586.14306022696
"FDH16","OUT045",1359.846949636
"NCQ50","OUT018",3124.79806641708
"DRH23","OUT018",697.444501731412
"DRJ37","OUT013",2425.50793871032
"DRJ24","OUT027",4878.36142460101
"FDY16","OUT035",3168.76645992281
"FDQ27","OUT045",1630.10991825641
"FDZ33","OUT045",2305.67264383451
"FDF29","OUT045",2072.24709983362
"FDA08","OUT049",2832.68226470469
"FDG31","OUT046",1151.71789851004
"FDE34","OUT019",950.479193607255
"NCR30","OUT027",2015.21331304629
"FDV33","OUT035",4216.17366213657
"DRZ24","OUT018",1781.67038774554
"NCL54","OUT035",2893.5010065763
"FDR12","OUT049",3288.75279036857
"NCC54","OUT046",3553.16850402183
"DRN59","OUT013",752.919313627282
"FDX50","OUT019",464.674377397047
"FDV31","OUT027",4613.10609775866
"NCA29","OUT027",4613.10609775866
"FDW60","OUT049",3232.85356608188
"FDX08","OUT017",3145.23551075692
"DRD49","OUT013",4000.15058833845
"FDD33","OUT046",3562.67178619703
"FDW35","OUT013",690.313134576275
"FDJ36","OUT017",1733.68315426532
"FDV51","OUT035",2742.50848993238
"FDW36","OUT046",1646.17829468177
"FDH35","OUT046",2295.6198721175
"NCS30","OUT027",3180.99609847699
"FDN49","OUT017",719.290128060757
"FDL08","OUT018",3246.94614208603
"FDI09","OUT013",3968.58328178458
"FDP19","OUT018",1805.61435133554
"FDU21","OUT010",-363.230498917363
"NCP41","OUT045",1630.10991825641
"FDY10","OUT013",1860.03106163132
"FDP12","OUT018",503.441196230694
"NCN26","OUT049",1897.99343778979
"FDK44","OUT013",2925.17171629877
"FDC28","OUT049",1713.22304655319
"FDJ41","OUT027",5231.17618944819
"NCT29","OUT035",2057.16623033711
"NCH42","OUT019",1391.7392266283
"FDU60","OUT018",2387.6601011212
"FDS02","OUT045",2928.63636526965
"FDC51","OUT046",1908.69457822093
"FDU03","OUT013",3145.97366592582
"FDX39","OUT045",3449.4008501005
"NCY05","OUT010",-363.230498917363
"NCL06","OUT027",6026.22822119937
"FDD32","OUT035",1387.45085577496
"NCN41","OUT045",1902.61074803351
"NCX53","OUT049",2335.64056374011
"FDU57","OUT019",568.570938165753
"FDQ23","OUT046",1646.17829468177
"FDQ52","OUT045",4176.86747117707
"FDC14","OUT045",669.437472877652
"FDY09","OUT035",2875.16263831336
"FDQ28","OUT045",2330.94248601442
"FDV25","OUT046",3332.17732174918
"FDJ07","OUT035",1917.575738127
"DRB25","OUT049",1626.7773577627
"FDK52","OUT019",1348.08533811102
"FDY52","OUT027",1965.07686369445
"FDB28","OUT046",2673.18042560722
"FDT36","OUT035",710.836867366873
"FDV25","OUT017",3754.28751295995
"NCN07","OUT027",3180.99609847699
"FDC57","OUT017",3153.12179703901
"FDQ03","OUT018",3449.84766052081
"FDU23","OUT017",2735.45509799737
"NCX41","OUT035",3640.93255659616
"NCD06","OUT035",877.549075281067
"FDW08","OUT045",1630.10991825641
"NCU29","OUT017",2485.66361414431
"NCE06","OUT013",2660.18711239937
"FDV52","OUT010",434.184336399091
"FDB02","OUT017",2859.51797542956
"NCR18","OUT045",669.437472877652
"FDK16","OUT049",1459.03268722803
"NCQ29","OUT010",1486.01726749787
"FDZ01","OUT019",356.519156724265
"FDW27","OUT035",2622.7676875365
"FDD17","OUT018",3418.28035396694
"FDW39","OUT013",2925.17171629877
"DRH59","OUT045",1094.36204964925
"FDS52","OUT013",1662.21490923731
"FDU40","OUT027",4848.2754228684
"NCF54","OUT013",2925.17171629877
"FDH46","OUT045",1630.10991825641
"NCP14","OUT049",1626.7773577627
"FDH50","OUT049",3469.4173534976
"DRF15","OUT010",594.272177088206
"FDV27","OUT027",2292.90982183195
"NCJ06","OUT049",2086.34718592618
"FDN02","OUT018",3175.32833872158
